State,Zip,Year,Month,Electricity Price,Gas Price,DFW_ZIPs,,,,,,,,,,,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,,,,,,76201,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76202,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76203,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76205,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76206,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76207,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76208,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76209,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76210,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76225,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76226,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76227,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76228,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76230,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76233,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76234,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76240,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76241,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76244,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76247,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76248,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76249,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76250,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76252,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76253,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76259,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76262,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76264,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76267,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76268,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76270,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76272,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76273,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76301,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76302,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76303,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76304,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76305,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76306,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76307,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76308,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76309,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76310,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76320,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76351,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76352,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76354,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76360,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76363,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76365,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76366,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76367,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76369,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76371,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76372,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76374,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76380,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76384,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76401,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76424,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76426,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76429,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76430,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76431,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76432,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76435,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76437,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76442,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76444,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76445,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76446,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76448,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76449,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76450,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76454,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76455,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76458,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76462,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76466,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76470,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76472,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76484,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76485,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76486,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76487,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76490,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76501,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76502,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76503,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76504,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76505,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76508,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76511,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76513,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76518,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76519,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76520,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76522,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76523,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76524,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76527,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76528,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76530,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76533,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76534,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76537,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76539,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76540,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76541,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76542,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76543,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76544,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76547,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76548,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76549,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76554,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76556,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76557,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76559,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76561,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76564,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76567,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76569,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76570,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76571,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76573,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76574,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76577,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76578,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76579,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76602,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76621,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76623,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76624,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76626,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76628,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76630,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76631,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76632,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76633,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76634,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76635,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76639,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76640,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76641,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76642,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76643,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76645,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76648,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76650,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76651,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76654,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76655,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76656,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76657,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76660,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76661,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76664,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76666,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76667,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76670,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76673,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76675,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76676,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76677,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76678,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76679,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76680,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76681,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76682,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76685,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76686,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76687,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76691,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76692,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76693,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76701,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76702,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76703,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76704,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76705,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76706,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76707,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76708,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76710,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76711,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76712,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76714,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76780,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76797,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76798,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76799,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76801,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76802,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76803,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76804,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76823,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76890,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,76951,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,77513,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,77850,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,77865,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,77954,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78060,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78401,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78516,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78520,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78572,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78611,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78615,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78616,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78621,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78626,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78627,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78628,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78634,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78644,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78650,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78653,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78660,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78664,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78665,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78674,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78680,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78681,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78691,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78701,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78703,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78711,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78717,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78718,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78719,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78725,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78726,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78727,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78728,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78729,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78731,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78741,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78744,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78746,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78750,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78752,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78753,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78758,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78759,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78761,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78763,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78766,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,78767,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79057,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79244,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79248,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79322,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79329,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79331,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79336,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79351,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79356,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79357,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79377,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79381,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79510,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79511,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79512,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79516,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79520,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79526,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79527,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79532,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79535,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79545,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79546,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79547,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79549,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79550,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79556,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79561,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79565,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79601,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79602,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79603,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79605,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79606,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79701,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79702,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79703,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79704,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79705,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79706,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79707,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79711,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79712,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79713,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79714,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79719,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79720,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79721,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79730,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79731,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79733,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79739,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79741,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79742,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79743,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79745,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79749,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79754,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79755,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79756,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79758,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79759,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79760,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79761,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79762,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79763,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79764,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79765,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79766,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79767,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79770,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79772,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79776,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79777,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79778,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79779,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79782,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79788,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,79789,,,,,,,,,,,,,,,,,,,,,,,
