,State,Zip,Year,Month,Electricity Price,Gas Price
10212,TX,75447,2020.0,Jan,0.141,2.235
10213,TX,75447,2020.0,Feb,0.137,2.054
10214,TX,75447,2020.0,Mar,0.134,1.919
10215,TX,75447,2020.0,Apr,0.134,1.417
10216,TX,75447,2020.0,May,0.136,1.406
10217,TX,75447,2020.0,Jun,0.136,1.722
10218,TX,75447,2020.0,Jul,0.135,1.903
10219,TX,75447,2020.0,Aug,0.133,1.869
10220,TX,75447,2020.0,Sep,0.132,1.893
10221,TX,75447,2020.0,Oct,0.132,1.833
10222,TX,75447,2020.0,Nov,0.13,1.766
10223,TX,75447,2020.0,Dec,0.13,1.885
10224,TX,75447,2021.0,Jan,0.131,2.065
10225,TX,75447,2021.0,Feb,0.131,2.196
10226,TX,75447,2021.0,Mar,0.128,2.533
10227,TX,75447,2021.0,Apr,0.127,2.485
10228,TX,75447,2021.0,May,0.128,2.737
10229,TX,75447,2021.0,Jun,0.129,2.836
10230,TX,75447,2021.0,Jul,0.133,2.882
10231,TX,75447,2021.0,Aug,0.144,2.894
10232,TX,75447,2021.0,Sep,0.152,2.91
10233,TX,75447,2021.0,Oct,0.153,3.033
10234,TX,75447,2021.0,Nov,0.153,3.137
10235,TX,75447,2021.0,Dec,0.154,3.015
10236,TX,75447,2022.0,Jan,0.161,3.058
10237,TX,75447,2022.0,Feb,0.162,3.288
10238,TX,75447,2022.0,Mar,0.162,3.901
10239,TX,75447,2022.0,Apr,0.162,3.816
10240,TX,75447,2022.0,May,0.164,4.271
10241,TX,75447,2022.0,Jun,0.174,4.748
10242,TX,75447,2022.0,Jul,0.196,4.119
10243,TX,75447,2022.0,Aug,0.196,3.511
10244,TX,75447,2022.0,Sep,0.199,3.231
10245,TX,75447,2022.0,Oct,0.199,3.268
10246,TX,75447,2022.0,Nov,0.183,3.084
10247,TX,75447,2022.0,Dec,0.183,2.782
10248,TX,75447,2023.0,Jan,0.178,3.025
10249,TX,75447,2023.0,Feb,0.178,3.055
10250,TX,75448,2019.0,Jan,0.141,1.892
10251,TX,75448,2019.0,Feb,0.141,2.031
10252,TX,75448,2019.0,Mar,0.142,2.332
10253,TX,75448,2019.0,Apr,0.142,2.602
10254,TX,75448,2019.0,May,0.142,2.604
10255,TX,75448,2019.0,Jun,0.142,2.399
10256,TX,75448,2019.0,Jul,0.142,2.549
10257,TX,75448,2019.0,Aug,0.142,2.335
10258,TX,75448,2019.0,Sep,0.143,2.348
10259,TX,75448,2019.0,Oct,0.143,2.249
10260,TX,75448,2019.0,Nov,0.142,2.286
10261,TX,75448,2019.0,Dec,0.142,2.214
10262,TX,75448,2020.0,Jan,0.141,2.235
10263,TX,75448,2020.0,Feb,0.137,2.054
10264,TX,75448,2020.0,Mar,0.134,1.919
10265,TX,75448,2020.0,Apr,0.134,1.417
10266,TX,75448,2020.0,May,0.136,1.406
10267,TX,75448,2020.0,Jun,0.136,1.722
10268,TX,75448,2020.0,Jul,0.135,1.903
10269,TX,75448,2020.0,Aug,0.133,1.869
10270,TX,75448,2020.0,Sep,0.132,1.893
10271,TX,75448,2020.0,Oct,0.132,1.833
10272,TX,75448,2020.0,Nov,0.13,1.766
10273,TX,75448,2020.0,Dec,0.13,1.885
10274,TX,75448,2021.0,Jan,0.131,2.065
10275,TX,75448,2021.0,Feb,0.131,2.196
10276,TX,75448,2021.0,Mar,0.128,2.533
10277,TX,75448,2021.0,Apr,0.127,2.485
10278,TX,75448,2021.0,May,0.128,2.737
10279,TX,75448,2021.0,Jun,0.129,2.836
10280,TX,75448,2021.0,Jul,0.133,2.882
10281,TX,75448,2021.0,Aug,0.144,2.894
10282,TX,75448,2021.0,Sep,0.152,2.91
10283,TX,75448,2021.0,Oct,0.153,3.033
10284,TX,75448,2021.0,Nov,0.153,3.137
10285,TX,75448,2021.0,Dec,0.154,3.015
10286,TX,75448,2022.0,Jan,0.161,3.058
10287,TX,75448,2022.0,Feb,0.162,3.288
10288,TX,75448,2022.0,Mar,0.162,3.901
10289,TX,75448,2022.0,Apr,0.162,3.816
10290,TX,75448,2022.0,May,0.164,4.271
10291,TX,75448,2022.0,Jun,0.174,4.748
10292,TX,75448,2022.0,Jul,0.196,4.119
10293,TX,75448,2022.0,Aug,0.196,3.511
10294,TX,75448,2022.0,Sep,0.199,3.231
10295,TX,75448,2022.0,Oct,0.199,3.268
10296,TX,75448,2022.0,Nov,0.183,3.084
10297,TX,75448,2022.0,Dec,0.183,2.782
10298,TX,75448,2023.0,Jan,0.178,3.025
10299,TX,75448,2023.0,Feb,0.178,3.055
10300,TX,75449,2019.0,Jan,0.141,1.892
10301,TX,75449,2019.0,Feb,0.141,2.031
10302,TX,75449,2019.0,Mar,0.142,2.332
10303,TX,75449,2019.0,Apr,0.142,2.602
10304,TX,75449,2019.0,May,0.142,2.604
10305,TX,75449,2019.0,Jun,0.142,2.399
10306,TX,75449,2019.0,Jul,0.142,2.549
10307,TX,75449,2019.0,Aug,0.142,2.335
10308,TX,75449,2019.0,Sep,0.143,2.348
10309,TX,75449,2019.0,Oct,0.143,2.249
10310,TX,75449,2019.0,Nov,0.142,2.286
10311,TX,75449,2019.0,Dec,0.142,2.214
10312,TX,75449,2020.0,Jan,0.141,2.235
10313,TX,75449,2020.0,Feb,0.137,2.054
10314,TX,75449,2020.0,Mar,0.134,1.919
10315,TX,75449,2020.0,Apr,0.134,1.417
10316,TX,75449,2020.0,May,0.136,1.406
10317,TX,75449,2020.0,Jun,0.136,1.722
10318,TX,75449,2020.0,Jul,0.135,1.903
10319,TX,75449,2020.0,Aug,0.133,1.869
10320,TX,75449,2020.0,Sep,0.132,1.893
10321,TX,75449,2020.0,Oct,0.132,1.833
10322,TX,75449,2020.0,Nov,0.13,1.766
10323,TX,75449,2020.0,Dec,0.13,1.885
10324,TX,75449,2021.0,Jan,0.131,2.065
10325,TX,75449,2021.0,Feb,0.131,2.196
10326,TX,75449,2021.0,Mar,0.128,2.533
10327,TX,75449,2021.0,Apr,0.127,2.485
10328,TX,75449,2021.0,May,0.128,2.737
10329,TX,75449,2021.0,Jun,0.129,2.836
10330,TX,75449,2021.0,Jul,0.133,2.882
10331,TX,75449,2021.0,Aug,0.144,2.894
10332,TX,75449,2021.0,Sep,0.152,2.91
10333,TX,75449,2021.0,Oct,0.153,3.033
10334,TX,75449,2021.0,Nov,0.153,3.137
10335,TX,75449,2021.0,Dec,0.154,3.015
10336,TX,75449,2022.0,Jan,0.161,3.058
10337,TX,75449,2022.0,Feb,0.162,3.288
10338,TX,75449,2022.0,Mar,0.162,3.901
10339,TX,75449,2022.0,Apr,0.162,3.816
10340,TX,75449,2022.0,May,0.164,4.271
10341,TX,75449,2022.0,Jun,0.174,4.748
10342,TX,75449,2022.0,Jul,0.196,4.119
10343,TX,75449,2022.0,Aug,0.196,3.511
10344,TX,75449,2022.0,Sep,0.199,3.231
10345,TX,75449,2022.0,Oct,0.199,3.268
10346,TX,75449,2022.0,Nov,0.183,3.084
10347,TX,75449,2022.0,Dec,0.183,2.782
10348,TX,75449,2023.0,Jan,0.178,3.025
10349,TX,75449,2023.0,Feb,0.178,3.055
10350,TX,75454,2019.0,Jan,0.141,1.892
10351,TX,75454,2019.0,Feb,0.141,2.031
10352,TX,75454,2019.0,Mar,0.142,2.332
10353,TX,75454,2019.0,Apr,0.142,2.602
10354,TX,75454,2019.0,May,0.142,2.604
10355,TX,75454,2019.0,Jun,0.142,2.399
10356,TX,75454,2019.0,Jul,0.142,2.549
10357,TX,75454,2019.0,Aug,0.142,2.335
10358,TX,75454,2019.0,Sep,0.143,2.348
10359,TX,75454,2019.0,Oct,0.143,2.249
10360,TX,75454,2019.0,Nov,0.142,2.286
10361,TX,75454,2019.0,Dec,0.142,2.214
10362,TX,75454,2020.0,Jan,0.141,2.235
10363,TX,75454,2020.0,Feb,0.137,2.054
10364,TX,75454,2020.0,Mar,0.134,1.919
10365,TX,75454,2020.0,Apr,0.134,1.417
10366,TX,75454,2020.0,May,0.136,1.406
10367,TX,75454,2020.0,Jun,0.136,1.722
10368,TX,75454,2020.0,Jul,0.135,1.903
10369,TX,75454,2020.0,Aug,0.133,1.869
10370,TX,75454,2020.0,Sep,0.132,1.893
10371,TX,75454,2020.0,Oct,0.132,1.833
10372,TX,75454,2020.0,Nov,0.13,1.766
10373,TX,75454,2020.0,Dec,0.13,1.885
10374,TX,75454,2021.0,Jan,0.131,2.065
10375,TX,75454,2021.0,Feb,0.131,2.196
10376,TX,75454,2021.0,Mar,0.128,2.533
10377,TX,75454,2021.0,Apr,0.127,2.485
10378,TX,75454,2021.0,May,0.128,2.737
10379,TX,75454,2021.0,Jun,0.129,2.836
10380,TX,75454,2021.0,Jul,0.133,2.882
10381,TX,75454,2021.0,Aug,0.144,2.894
10382,TX,75454,2021.0,Sep,0.152,2.91
10383,TX,75454,2021.0,Oct,0.153,3.033
10384,TX,75454,2021.0,Nov,0.153,3.137
10385,TX,75454,2021.0,Dec,0.154,3.015
10386,TX,75454,2022.0,Jan,0.161,3.058
10387,TX,75454,2022.0,Feb,0.162,3.288
10388,TX,75454,2022.0,Mar,0.162,3.901
10389,TX,75454,2022.0,Apr,0.162,3.816
10390,TX,75454,2022.0,May,0.164,4.271
10391,TX,75454,2022.0,Jun,0.174,4.748
10392,TX,75454,2022.0,Jul,0.196,4.119
10393,TX,75454,2022.0,Aug,0.196,3.511
10394,TX,75454,2022.0,Sep,0.199,3.231
10395,TX,75454,2022.0,Oct,0.199,3.268
10396,TX,75454,2022.0,Nov,0.183,3.084
10397,TX,75454,2022.0,Dec,0.183,2.782
10398,TX,75454,2023.0,Jan,0.178,3.025
10399,TX,75454,2023.0,Feb,0.178,3.055
10400,TX,75459,2019.0,Jan,0.141,1.892
10401,TX,75459,2019.0,Feb,0.141,2.031
10402,TX,75459,2019.0,Mar,0.142,2.332
10403,TX,75459,2019.0,Apr,0.142,2.602
10404,TX,75459,2019.0,May,0.142,2.604
10405,TX,75459,2019.0,Jun,0.142,2.399
10406,TX,75459,2019.0,Jul,0.142,2.549
10407,TX,75459,2019.0,Aug,0.142,2.335
10408,TX,75459,2019.0,Sep,0.143,2.348
10409,TX,75459,2019.0,Oct,0.143,2.249
10410,TX,75459,2019.0,Nov,0.142,2.286
10411,TX,75459,2019.0,Dec,0.142,2.214
10412,TX,75459,2020.0,Jan,0.141,2.235
10413,TX,75459,2020.0,Feb,0.137,2.054
10414,TX,75459,2020.0,Mar,0.134,1.919
10415,TX,75459,2020.0,Apr,0.134,1.417
10416,TX,75459,2020.0,May,0.136,1.406
10417,TX,75459,2020.0,Jun,0.136,1.722
10418,TX,75459,2020.0,Jul,0.135,1.903
10419,TX,75459,2020.0,Aug,0.133,1.869
10420,TX,75459,2020.0,Sep,0.132,1.893
10421,TX,75459,2020.0,Oct,0.132,1.833
10422,TX,75459,2020.0,Nov,0.13,1.766
10423,TX,75459,2020.0,Dec,0.13,1.885
10424,TX,75459,2021.0,Jan,0.131,2.065
10425,TX,75459,2021.0,Feb,0.131,2.196
10426,TX,75459,2021.0,Mar,0.128,2.533
10427,TX,75459,2021.0,Apr,0.127,2.485
10428,TX,75459,2021.0,May,0.128,2.737
10429,TX,75459,2021.0,Jun,0.129,2.836
10430,TX,75459,2021.0,Jul,0.133,2.882
10431,TX,75459,2021.0,Aug,0.144,2.894
10432,TX,75459,2021.0,Sep,0.152,2.91
10433,TX,75459,2021.0,Oct,0.153,3.033
10434,TX,75459,2021.0,Nov,0.153,3.137
10435,TX,75459,2021.0,Dec,0.154,3.015
10436,TX,75459,2022.0,Jan,0.161,3.058
10437,TX,75459,2022.0,Feb,0.162,3.288
10438,TX,75459,2022.0,Mar,0.162,3.901
10439,TX,75459,2022.0,Apr,0.162,3.816
10440,TX,75459,2022.0,May,0.164,4.271
10441,TX,75459,2022.0,Jun,0.174,4.748
10442,TX,75459,2022.0,Jul,0.196,4.119
10443,TX,75459,2022.0,Aug,0.196,3.511
10444,TX,75459,2022.0,Sep,0.199,3.231
10445,TX,75459,2022.0,Oct,0.199,3.268
10446,TX,75459,2022.0,Nov,0.183,3.084
10447,TX,75459,2022.0,Dec,0.183,2.782
10448,TX,75459,2023.0,Jan,0.178,3.025
10449,TX,75459,2023.0,Feb,0.178,3.055
10450,TX,75460,2019.0,Jan,0.141,1.892
10451,TX,75460,2019.0,Feb,0.141,2.031
10452,TX,75460,2019.0,Mar,0.142,2.332
10453,TX,75460,2019.0,Apr,0.142,2.602
10454,TX,75460,2019.0,May,0.142,2.604
10455,TX,75460,2019.0,Jun,0.142,2.399
10456,TX,75460,2019.0,Jul,0.142,2.549
10457,TX,75460,2019.0,Aug,0.142,2.335
10458,TX,75460,2019.0,Sep,0.143,2.348
10459,TX,75460,2019.0,Oct,0.143,2.249
10460,TX,75460,2019.0,Nov,0.142,2.286
10461,TX,75460,2019.0,Dec,0.142,2.214
10462,TX,75460,2020.0,Jan,0.141,2.235
10463,TX,75460,2020.0,Feb,0.137,2.054
10464,TX,75460,2020.0,Mar,0.134,1.919
10465,TX,75460,2020.0,Apr,0.134,1.417
10466,TX,75460,2020.0,May,0.136,1.406
10467,TX,75460,2020.0,Jun,0.136,1.722
10468,TX,75460,2020.0,Jul,0.135,1.903
10469,TX,75460,2020.0,Aug,0.133,1.869
10470,TX,75460,2020.0,Sep,0.132,1.893
10471,TX,75460,2020.0,Oct,0.132,1.833
10472,TX,75460,2020.0,Nov,0.13,1.766
10473,TX,75460,2020.0,Dec,0.13,1.885
10474,TX,75460,2021.0,Jan,0.131,2.065
10475,TX,75460,2021.0,Feb,0.131,2.196
10476,TX,75460,2021.0,Mar,0.128,2.533
10477,TX,75460,2021.0,Apr,0.127,2.485
10478,TX,75460,2021.0,May,0.128,2.737
10479,TX,75460,2021.0,Jun,0.129,2.836
10480,TX,75460,2021.0,Jul,0.133,2.882
10481,TX,75460,2021.0,Aug,0.144,2.894
10482,TX,75460,2021.0,Sep,0.152,2.91
10483,TX,75460,2021.0,Oct,0.153,3.033
10484,TX,75460,2021.0,Nov,0.153,3.137
10485,TX,75460,2021.0,Dec,0.154,3.015
10486,TX,75460,2022.0,Jan,0.161,3.058
10487,TX,75460,2022.0,Feb,0.162,3.288
10488,TX,75460,2022.0,Mar,0.162,3.901
10489,TX,75460,2022.0,Apr,0.162,3.816
10490,TX,75460,2022.0,May,0.164,4.271
10491,TX,75460,2022.0,Jun,0.174,4.748
10492,TX,75460,2022.0,Jul,0.196,4.119
10493,TX,75460,2022.0,Aug,0.196,3.511
10494,TX,75460,2022.0,Sep,0.199,3.231
10495,TX,75460,2022.0,Oct,0.199,3.268
10496,TX,75460,2022.0,Nov,0.183,3.084
10497,TX,75460,2022.0,Dec,0.183,2.782
10498,TX,75460,2023.0,Jan,0.178,3.025
10499,TX,75460,2023.0,Feb,0.178,3.055
10500,TX,75461,2019.0,Jan,0.141,1.892
10501,TX,75461,2019.0,Feb,0.141,2.031
10502,TX,75461,2019.0,Mar,0.142,2.332
10503,TX,75461,2019.0,Apr,0.142,2.602
10504,TX,75461,2019.0,May,0.142,2.604
10505,TX,75461,2019.0,Jun,0.142,2.399
10506,TX,75461,2019.0,Jul,0.142,2.549
10507,TX,75461,2019.0,Aug,0.142,2.335
10508,TX,75461,2019.0,Sep,0.143,2.348
10509,TX,75461,2019.0,Oct,0.143,2.249
10510,TX,75461,2019.0,Nov,0.142,2.286
10511,TX,75461,2019.0,Dec,0.142,2.214
10512,TX,75461,2020.0,Jan,0.141,2.235
10513,TX,75461,2020.0,Feb,0.137,2.054
10514,TX,75461,2020.0,Mar,0.134,1.919
10515,TX,75461,2020.0,Apr,0.134,1.417
10516,TX,75461,2020.0,May,0.136,1.406
10517,TX,75461,2020.0,Jun,0.136,1.722
10518,TX,75461,2020.0,Jul,0.135,1.903
10519,TX,75461,2020.0,Aug,0.133,1.869
10520,TX,75461,2020.0,Sep,0.132,1.893
10521,TX,75461,2020.0,Oct,0.132,1.833
10522,TX,75461,2020.0,Nov,0.13,1.766
10523,TX,75461,2020.0,Dec,0.13,1.885
10524,TX,75461,2021.0,Jan,0.131,2.065
10525,TX,75461,2021.0,Feb,0.131,2.196
10526,TX,75461,2021.0,Mar,0.128,2.533
10527,TX,75461,2021.0,Apr,0.127,2.485
10528,TX,75461,2021.0,May,0.128,2.737
10529,TX,75461,2021.0,Jun,0.129,2.836
10530,TX,75461,2021.0,Jul,0.133,2.882
10531,TX,75461,2021.0,Aug,0.144,2.894
10532,TX,75461,2021.0,Sep,0.152,2.91
10533,TX,75461,2021.0,Oct,0.153,3.033
10534,TX,75461,2021.0,Nov,0.153,3.137
10535,TX,75461,2021.0,Dec,0.154,3.015
10536,TX,75461,2022.0,Jan,0.161,3.058
10537,TX,75461,2022.0,Feb,0.162,3.288
10538,TX,75461,2022.0,Mar,0.162,3.901
10539,TX,75461,2022.0,Apr,0.162,3.816
10540,TX,75461,2022.0,May,0.164,4.271
10541,TX,75461,2022.0,Jun,0.174,4.748
10542,TX,75461,2022.0,Jul,0.196,4.119
10543,TX,75461,2022.0,Aug,0.196,3.511
10544,TX,75461,2022.0,Sep,0.199,3.231
10545,TX,75461,2022.0,Oct,0.199,3.268
10546,TX,75461,2022.0,Nov,0.183,3.084
10547,TX,75461,2022.0,Dec,0.183,2.782
10548,TX,75461,2023.0,Jan,0.178,3.025
10549,TX,75461,2023.0,Feb,0.178,3.055
10550,TX,75462,2019.0,Jan,0.141,1.892
10551,TX,75462,2019.0,Feb,0.141,2.031
10552,TX,75462,2019.0,Mar,0.142,2.332
10553,TX,75462,2019.0,Apr,0.142,2.602
10554,TX,75462,2019.0,May,0.142,2.604
10555,TX,75462,2019.0,Jun,0.142,2.399
10556,TX,75462,2019.0,Jul,0.142,2.549
10557,TX,75462,2019.0,Aug,0.142,2.335
10558,TX,75462,2019.0,Sep,0.143,2.348
10559,TX,75462,2019.0,Oct,0.143,2.249
10560,TX,75462,2019.0,Nov,0.142,2.286
10561,TX,75462,2019.0,Dec,0.142,2.214
10562,TX,75462,2020.0,Jan,0.141,2.235
10563,TX,75462,2020.0,Feb,0.137,2.054
10564,TX,75462,2020.0,Mar,0.134,1.919
10565,TX,75462,2020.0,Apr,0.134,1.417
10566,TX,75462,2020.0,May,0.136,1.406
10567,TX,75462,2020.0,Jun,0.136,1.722
10568,TX,75462,2020.0,Jul,0.135,1.903
10569,TX,75462,2020.0,Aug,0.133,1.869
10570,TX,75462,2020.0,Sep,0.132,1.893
10571,TX,75462,2020.0,Oct,0.132,1.833
10572,TX,75462,2020.0,Nov,0.13,1.766
10573,TX,75462,2020.0,Dec,0.13,1.885
10574,TX,75462,2021.0,Jan,0.131,2.065
10575,TX,75462,2021.0,Feb,0.131,2.196
10576,TX,75462,2021.0,Mar,0.128,2.533
10577,TX,75462,2021.0,Apr,0.127,2.485
10578,TX,75462,2021.0,May,0.128,2.737
10579,TX,75462,2021.0,Jun,0.129,2.836
10580,TX,75462,2021.0,Jul,0.133,2.882
10581,TX,75462,2021.0,Aug,0.144,2.894
10582,TX,75462,2021.0,Sep,0.152,2.91
10583,TX,75462,2021.0,Oct,0.153,3.033
10584,TX,75462,2021.0,Nov,0.153,3.137
10585,TX,75462,2021.0,Dec,0.154,3.015
10586,TX,75462,2022.0,Jan,0.161,3.058
10587,TX,75462,2022.0,Feb,0.162,3.288
10588,TX,75462,2022.0,Mar,0.162,3.901
10589,TX,75462,2022.0,Apr,0.162,3.816
10590,TX,75462,2022.0,May,0.164,4.271
10591,TX,75462,2022.0,Jun,0.174,4.748
10592,TX,75462,2022.0,Jul,0.196,4.119
10593,TX,75462,2022.0,Aug,0.196,3.511
10594,TX,75462,2022.0,Sep,0.199,3.231
10595,TX,75462,2022.0,Oct,0.199,3.268
10596,TX,75462,2022.0,Nov,0.183,3.084
10597,TX,75462,2022.0,Dec,0.183,2.782
10598,TX,75462,2023.0,Jan,0.178,3.025
10599,TX,75462,2023.0,Feb,0.178,3.055
10600,TX,75469,2019.0,Jan,0.141,1.892
10601,TX,75469,2019.0,Feb,0.141,2.031
10602,TX,75469,2019.0,Mar,0.142,2.332
10603,TX,75469,2019.0,Apr,0.142,2.602
10604,TX,75469,2019.0,May,0.142,2.604
10605,TX,75469,2019.0,Jun,0.142,2.399
10606,TX,75469,2019.0,Jul,0.142,2.549
10607,TX,75469,2019.0,Aug,0.142,2.335
10608,TX,75469,2019.0,Sep,0.143,2.348
10609,TX,75469,2019.0,Oct,0.143,2.249
10610,TX,75469,2019.0,Nov,0.142,2.286
10611,TX,75469,2019.0,Dec,0.142,2.214
10612,TX,75469,2020.0,Jan,0.141,2.235
10613,TX,75469,2020.0,Feb,0.137,2.054
10614,TX,75469,2020.0,Mar,0.134,1.919
10615,TX,75469,2020.0,Apr,0.134,1.417
10616,TX,75469,2020.0,May,0.136,1.406
10617,TX,75469,2020.0,Jun,0.136,1.722
10618,TX,75469,2020.0,Jul,0.135,1.903
10619,TX,75469,2020.0,Aug,0.133,1.869
10620,TX,75469,2020.0,Sep,0.132,1.893
10621,TX,75469,2020.0,Oct,0.132,1.833
10622,TX,75469,2020.0,Nov,0.13,1.766
10623,TX,75469,2020.0,Dec,0.13,1.885
10624,TX,75469,2021.0,Jan,0.131,2.065
10625,TX,75469,2021.0,Feb,0.131,2.196
10626,TX,75469,2021.0,Mar,0.128,2.533
10627,TX,75469,2021.0,Apr,0.127,2.485
10628,TX,75469,2021.0,May,0.128,2.737
10629,TX,75469,2021.0,Jun,0.129,2.836
10630,TX,75469,2021.0,Jul,0.133,2.882
10631,TX,75469,2021.0,Aug,0.144,2.894
10632,TX,75469,2021.0,Sep,0.152,2.91
10633,TX,75469,2021.0,Oct,0.153,3.033
10634,TX,75469,2021.0,Nov,0.153,3.137
10635,TX,75469,2021.0,Dec,0.154,3.015
10636,TX,75469,2022.0,Jan,0.161,3.058
10637,TX,75469,2022.0,Feb,0.162,3.288
10638,TX,75469,2022.0,Mar,0.162,3.901
10639,TX,75469,2022.0,Apr,0.162,3.816
10640,TX,75469,2022.0,May,0.164,4.271
10641,TX,75469,2022.0,Jun,0.174,4.748
10642,TX,75469,2022.0,Jul,0.196,4.119
10643,TX,75469,2022.0,Aug,0.196,3.511
10644,TX,75469,2022.0,Sep,0.199,3.231
10645,TX,75469,2022.0,Oct,0.199,3.268
10646,TX,75469,2022.0,Nov,0.183,3.084
10647,TX,75469,2022.0,Dec,0.183,2.782
10648,TX,75469,2023.0,Jan,0.178,3.025
10649,TX,75469,2023.0,Feb,0.178,3.055
10650,TX,75470,2019.0,Jan,0.141,1.892
10651,TX,75470,2019.0,Feb,0.141,2.031
10652,TX,75470,2019.0,Mar,0.142,2.332
10653,TX,75470,2019.0,Apr,0.142,2.602
10654,TX,75470,2019.0,May,0.142,2.604
10655,TX,75470,2019.0,Jun,0.142,2.399
10656,TX,75470,2019.0,Jul,0.142,2.549
10657,TX,75470,2019.0,Aug,0.142,2.335
10658,TX,75470,2019.0,Sep,0.143,2.348
10659,TX,75470,2019.0,Oct,0.143,2.249
10660,TX,75470,2019.0,Nov,0.142,2.286
10661,TX,75470,2019.0,Dec,0.142,2.214
10662,TX,75470,2020.0,Jan,0.141,2.235
10663,TX,75470,2020.0,Feb,0.137,2.054
10664,TX,75470,2020.0,Mar,0.134,1.919
10665,TX,75470,2020.0,Apr,0.134,1.417
10666,TX,75470,2020.0,May,0.136,1.406
10667,TX,75470,2020.0,Jun,0.136,1.722
10668,TX,75470,2020.0,Jul,0.135,1.903
10669,TX,75470,2020.0,Aug,0.133,1.869
10670,TX,75470,2020.0,Sep,0.132,1.893
10671,TX,75470,2020.0,Oct,0.132,1.833
10672,TX,75470,2020.0,Nov,0.13,1.766
10673,TX,75470,2020.0,Dec,0.13,1.885
10674,TX,75470,2021.0,Jan,0.131,2.065
10675,TX,75470,2021.0,Feb,0.131,2.196
10676,TX,75470,2021.0,Mar,0.128,2.533
10677,TX,75470,2021.0,Apr,0.127,2.485
10678,TX,75470,2021.0,May,0.128,2.737
10679,TX,75470,2021.0,Jun,0.129,2.836
10680,TX,75470,2021.0,Jul,0.133,2.882
10681,TX,75470,2021.0,Aug,0.144,2.894
10682,TX,75470,2021.0,Sep,0.152,2.91
10683,TX,75470,2021.0,Oct,0.153,3.033
10684,TX,75470,2021.0,Nov,0.153,3.137
10685,TX,75470,2021.0,Dec,0.154,3.015
10686,TX,75470,2022.0,Jan,0.161,3.058
10687,TX,75470,2022.0,Feb,0.162,3.288
10688,TX,75470,2022.0,Mar,0.162,3.901
10689,TX,75470,2022.0,Apr,0.162,3.816
10690,TX,75470,2022.0,May,0.164,4.271
10691,TX,75470,2022.0,Jun,0.174,4.748
10692,TX,75470,2022.0,Jul,0.196,4.119
10693,TX,75470,2022.0,Aug,0.196,3.511
10694,TX,75470,2022.0,Sep,0.199,3.231
10695,TX,75470,2022.0,Oct,0.199,3.268
10696,TX,75470,2022.0,Nov,0.183,3.084
10697,TX,75470,2022.0,Dec,0.183,2.782
10698,TX,75470,2023.0,Jan,0.178,3.025
10699,TX,75470,2023.0,Feb,0.178,3.055
10700,TX,75473,2019.0,Jan,0.141,1.892
10701,TX,75473,2019.0,Feb,0.141,2.031
10702,TX,75473,2019.0,Mar,0.142,2.332
10703,TX,75473,2019.0,Apr,0.142,2.602
10704,TX,75473,2019.0,May,0.142,2.604
10705,TX,75473,2019.0,Jun,0.142,2.399
10706,TX,75473,2019.0,Jul,0.142,2.549
10707,TX,75473,2019.0,Aug,0.142,2.335
10708,TX,75473,2019.0,Sep,0.143,2.348
10709,TX,75473,2019.0,Oct,0.143,2.249
10710,TX,75473,2019.0,Nov,0.142,2.286
10711,TX,75473,2019.0,Dec,0.142,2.214
10712,TX,75473,2020.0,Jan,0.141,2.235
10713,TX,75473,2020.0,Feb,0.137,2.054
10714,TX,75473,2020.0,Mar,0.134,1.919
10715,TX,75473,2020.0,Apr,0.134,1.417
10716,TX,75473,2020.0,May,0.136,1.406
10717,TX,75473,2020.0,Jun,0.136,1.722
10718,TX,75473,2020.0,Jul,0.135,1.903
10719,TX,75473,2020.0,Aug,0.133,1.869
10720,TX,75473,2020.0,Sep,0.132,1.893
10721,TX,75473,2020.0,Oct,0.132,1.833
10722,TX,75473,2020.0,Nov,0.13,1.766
10723,TX,75473,2020.0,Dec,0.13,1.885
10724,TX,75473,2021.0,Jan,0.131,2.065
10725,TX,75473,2021.0,Feb,0.131,2.196
10726,TX,75473,2021.0,Mar,0.128,2.533
10727,TX,75473,2021.0,Apr,0.127,2.485
10728,TX,75473,2021.0,May,0.128,2.737
10729,TX,75473,2021.0,Jun,0.129,2.836
10730,TX,75473,2021.0,Jul,0.133,2.882
10731,TX,75473,2021.0,Aug,0.144,2.894
10732,TX,75473,2021.0,Sep,0.152,2.91
10733,TX,75473,2021.0,Oct,0.153,3.033
10734,TX,75473,2021.0,Nov,0.153,3.137
10735,TX,75473,2021.0,Dec,0.154,3.015
10736,TX,75473,2022.0,Jan,0.161,3.058
10737,TX,75473,2022.0,Feb,0.162,3.288
10738,TX,75473,2022.0,Mar,0.162,3.901
10739,TX,75473,2022.0,Apr,0.162,3.816
10740,TX,75473,2022.0,May,0.164,4.271
10741,TX,75473,2022.0,Jun,0.174,4.748
10742,TX,75473,2022.0,Jul,0.196,4.119
10743,TX,75473,2022.0,Aug,0.196,3.511
10744,TX,75473,2022.0,Sep,0.199,3.231
10745,TX,75473,2022.0,Oct,0.199,3.268
10746,TX,75473,2022.0,Nov,0.183,3.084
10747,TX,75473,2022.0,Dec,0.183,2.782
10748,TX,75473,2023.0,Jan,0.178,3.025
10749,TX,75473,2023.0,Feb,0.178,3.055
10750,TX,75474,2019.0,Jan,0.141,1.892
10751,TX,75474,2019.0,Feb,0.141,2.031
